id,timestamp,lat,lng,label
d4499fe4-001d-4af1-8d2d-a9c3b612ad38,2025-11-22T14:11:27,43.65807700,-79.39782900,path_point
e38cfb49-cde6-40f7-93c4-a5054e21a085,2025-11-22T14:11:27,43.65837946,-79.39793050,path_point
5181724b-5664-4499-a5bb-e38ab7ae975c,2025-11-22T14:11:27,43.65902370,-79.39776957,path_point
884fdc58-c04a-4142-91ca-c4db52cb3451,2025-11-22T14:11:27,43.65920000,-79.39710000,path_point
05c511cf-879e-46e5-ab0f-bc9914dce850,2025-11-22T14:11:27,43.65917894,-79.39749599,path_point
a79d5454-35e8-4a84-93a9-a7722a7abe2c,2025-11-22T14:11:27,43.65940403,-79.39788759,path_point
325fbbc9-ee69-4096-9705-a72b684b370a,2025-11-22T14:11:27,43.65955000,-79.39770000,path_point
26962ede-2f4b-4723-8eec-533a7258a90c,2025-11-22T14:11:27,43.65950882,-79.39733505,path_point
9e9c5cac-f9fd-4ebf-9535-6cce1db058d8,2025-11-22T14:11:27,43.65938075,-79.39684153,path_point
426d8f85-f8eb-44f8-ba9f-1ceb89261120,2025-11-22T14:11:27,43.65895000,-79.39600000,path_point
1797cec5-964b-4f41-8722-6684ef00f376,2025-11-22T14:11:27,43.65940000,-79.39575000,path_point
8f25ef84-316a-459b-bb94-b8bbf526beaf,2025-11-22T14:11:27,43.65947777,-79.39554870,path_point
3351a1cc-917e-41aa-b9b0-a7464b0e64b2,2025-11-22T14:11:27,43.65958256,-79.39537704,path_point
065ea234-e049-4953-aebc-d2ec7b3575cc,2025-11-22T14:11:27,43.65968300,-79.39559700,path_point
1a0f5674-570b-4a61-9070-15e194091cce,2025-11-22T14:11:27,43.65885294,-79.39561844,path_point
af3f5058-6361-4953-adb6-3b638e8dc8c1,2025-11-22T14:11:27,43.65857739,-79.39580619,path_point
0f2393d3-b4c3-4e34-b0ad-002548c05712,2025-11-22T14:11:27,43.65840000,-79.39610000,path_point
47d7ffc5-417b-47a7-be0c-d75212231fb4,2025-11-22T14:11:27,43.65838722,-79.39579010,path_point
2aa511a1-af25-4335-8f96-1f12af7ff514,2025-11-22T14:11:27,43.65828244,-79.39568818,path_point
abd11473-b94d-41cd-8a15-b5a125068404,2025-11-22T14:11:27,43.65815000,-79.39585000,path_point
